director,genres,histogram,imdb_id,length,name,poster_url,themes,tmdb_id,url_name,year
Thomas Vinterberg,"Comedy,Drama","[279, 749, 839, 3801, 6132, 27733, 57969, 135561, 68537, 51256]",tt10288566,117,Another Round,https://a.ltrbxd.com/resized/film-poster/5/0/8/2/4/6/508246-another-round-0-230-0-345-crop.jpg?v=6227862b11,"Underdogs and coming of age,Relationship comedy,Moving relationship stories,Student coming-of-age challenges,Dance rhythms and catchy tunes,Powerful stories of heartbreak and illness,Teen relationships and coming-of-age,Inspiring sports underdog stories",580175,another-round,2020
David Lynch,"Thriller,Crime,Mystery","[742, 1839, 1308, 5819, 6660, 26890, 39055, 94000, 53453, 68718]",tt0090756,120,Blue Velvet,https://a.ltrbxd.com/resized/film-poster/5/1/3/5/9/51359-blue-velvet-0-230-0-345-crop.jpg?v=b0ee3c20f6,"Intense violence and sexual transgression,Thrillers and murder mysteries,Horror, the undead and monster classics,Gothic and eerie haunting horror,Challenging or sexual themes & twists,Film-noir and dark crime dramas,Brutal revenge and graphic violence,Erotic relationships and desire",793,blue-velvet,1986
Susanne Bier,"Thriller,Drama,Horror","[9834, 26767, 24209, 79567, 74221, 158733, 81437, 76844, 12417, 23845]",tt2737304,124,Bird Box,https://a.ltrbxd.com/resized/film-poster/3/4/0/2/0/2/340202-bird-box-0-230-0-345-crop.jpg?v=865f10f90a,"Monsters, aliens, sci-fi and the apocalypse,Horror, the undead and monster classics,Sci-fi horror aliens and creatures,Terrifying,  haunted,  and supernatural horror,Zombie carnage and survival horror,Dinosaurs and sci-fi monster adventures,Imaginative space odysseys and alien encounters",405774,bird-box,2018
Rob Reiner,"Romance,Family,Fantasy,Adventure,Comedy","[975, 2454, 1508, 7736, 8356, 38159, 49314, 117635, 56024, 120434]",tt0093779,99,The Princess Bride,https://a.ltrbxd.com/resized/sm/upload/hk/2u/bd/9p/gpxjoE0yvRwIhFEJgNArtKtaN7S-0-230-0-345-crop.jpg?v=544eada136,"Epic heroes,Fantasy adventure,  heroism,  and swordplay,Fairy-tale fantasy and enchanted magic,Heartwarming Christmas and holiday joy,Western frontier dramas with a touch of humor,Kids' animated fun and adventure",2493,the-princess-bride,1987
Steve McQueen,"History,Drama","[535, 1302, 1002, 5591, 6109, 34885, 48602, 140909, 69328, 79419]",tt2024544,134,12 Years a Slave,https://a.ltrbxd.com/resized/film-poster/6/2/6/7/1/62671-12-years-a-slave-0-230-0-345-crop.jpg?v=f29aef4645,"Politics and human rights,Faith and religion,Epic history and literature,Racism and the powerful fight for justice,Brutal revenge and graphic violence,Historical battles and epic heroism,Sins,  forgiveness,  and challenging faith,Politics,  propaganda,  and political documentaries",76203,12-years-a-slave,2013
Bong Joon-ho,"Fantasy,Adventure,Drama,Science Fiction","[1003, 2598, 2117, 10008, 13285, 51593, 68762, 98762, 29370, 31312]",tt3967856,122,Okja,https://a.ltrbxd.com/resized/film-poster/3/2/2/1/1/0/322110-okja-0-230-0-345-crop.jpg?v=d2199dff20,"Monsters, aliens, sci-fi and the apocalypse,Epic heroes,Adorable animals and heartwarming families,Humanity's odyssey: earth and beyond,Dinosaurs and sci-fi monster adventures,Imaginative space odysseys and alien encounters,Fairy-tale fantasy and enchanted magic",387426,okja,2017
Hwang Dong-hyuk,"Drama,Mystery","[3081, 5526, 4028, 16899, 20562, 76989, 90541, 171390, 63730, 76843]",tt10919420,495,Squid Game,https://a.ltrbxd.com/resized/film-poster/7/8/7/1/8/1/787181-squid-game-0-230-0-345-crop.jpg?v=30df565bc3,"Intense violence and sexual transgression,Crime, drugs and gangsters,Engaging casino gambling drama,Brutal revenge and graphic violence,Twisted dark psychological thriller,Cannibalism and extreme gory horror,Martial arts and intense combat",93405,squid-game,2021
Tom McCarthy,"Drama,History","[356, 968, 841, 4771, 6721, 35205, 52583, 133237, 59977, 58559]",tt1895587,129,Spotlight,https://a.ltrbxd.com/resized/sm/upload/k6/pu/xx/cp/ngKxbvsn9Si5TYVJfi1EGAGwThU-0-230-0-345-crop.jpg?v=1b96c75210,"Faith and religion,Politics and human rights,Sins,  forgiveness,  and challenging faith,Politics,  propaganda,  and political documentaries,Faith and spiritual journeys,Riveting presidential and political drama,Intense terrorist and political thrillers",314365,spotlight,2015
Brian De Palma,"Horror,Thriller","[475, 1411, 1348, 7649, 9534, 49156, 60746, 118989, 39012, 56441]",tt0074285,98,Carrie,https://a.ltrbxd.com/resized/sm/upload/2c/5d/69/bc/uc3OvgmbnYaS5Y0BOjSmC1EmSz1-0-230-0-345-crop.jpg?v=52ac29973c,"Horror, the undead and monster classics,Intense violence and sexual transgression,Gothic and eerie haunting horror,Terrifying,  haunted,  and supernatural horror,Gory,  gruesome,  and slasher horror,Student coming-of-age challenges,Brutal revenge and graphic violence",7340,carrie-1976,1976
Martin Scorsese,"Crime,Drama","[171, 543, 483, 2961, 4120, 22072, 37978, 106400, 62091, 60538]",tt0112641,179,Casino,https://a.ltrbxd.com/resized/sm/upload/6p/om/dp/mc/casino-original-0-230-0-345-crop.jpg?v=4bb9a2596f,"Crime, drugs and gangsters,Engaging casino gambling drama,Ruthless gangsters and gritty crime,Drugs and violent crime,Guns,  crime,  and violent action,Heists and thrilling action",524,casino,1995
Jake Kasdan,"Action,Comedy,Fantasy,Adventure","[4626, 12274, 11823, 43037, 50403, 136479, 90987, 78310, 12548, 23028]",tt2283362,119,Jumanji: Welcome to the Jungle,https://a.ltrbxd.com/resized/sm/upload/j1/1c/as/56/bUzOyCgsb6FLXco6mxaNufY0joi-0-230-0-345-crop.jpg?v=42a89a6ebb,"Underdogs and coming of age,Crude humor and satire,Epic heroes,Teen school antics and laughter,Action comedy and silly heroics,Kids' animated fun and adventure,Inspiring sports underdog stories,Gags,  jokes,  and slapstick humor",353486,jumanji-welcome-to-the-jungle,2017
Matthew Vaughn,"Action,Crime","[1568, 4460, 4092, 19243, 24313, 91939, 99203, 113909, 23322, 26617]",tt1250777,117,Kick-Ass,https://a.ltrbxd.com/resized/sm/upload/qp/bw/k2/ia/jP8kukObEty5liW76QxJ1o5qlFL-0-230-0-345-crop.jpg?v=d066c2ed48,"Epic heroes,Crime, drugs and gangsters,Crude humor and satire,Action comedy and silly heroics,Martial arts and intense combat,Guns,  crime,  and violent action,Superheroes in action-packed battles with villains,Explosive and action-packed heroes vs. villains",23483,kick-ass,2010
Akira Kurosawa,"Action,Drama","[194, 313, 214, 1049, 1214, 6707, 10298, 39450, 39428, 98967]",tt0047478,207,Seven Samurai,https://a.ltrbxd.com/resized/sm/upload/ji/5q/0k/rv/v6xrz4fr92KY1oNC3HsEvrsvR1n-0-230-0-345-crop.jpg?v=973d70bb0c,"Epic history and literature,Westerns,Epic heroes,War and historical adventure,Historical battles and epic heroism,Martial arts and intense combat,Wild west outlaws and gunfights,Military combat and heroic soldiers,Bravery in World War II",346,seven-samurai,1954
Mark Osborne,"Family,Adventure,Action,Comedy,Animation","[914, 3219, 2409, 16125, 18480, 92067, 97880, 165093, 50382, 77109]",tt0441773,90,Kung Fu Panda,https://a.ltrbxd.com/resized/sm/upload/wn/0t/9w/2v/mk3UyyaLyXhgIhmLji25OUPXvGR-0-230-0-345-crop.jpg?v=ad94029f2c,"Epic heroes,Martial arts and intense combat,Kids' animated fun and adventure,Adorable animals and heartwarming families,Heartwarming Christmas and holiday joy,Fairy-tale fantasy and enchanted magic",9502,kung-fu-panda,2008
Celine Song,"Drama,Romance","[270, 551, 533, 2373, 3424, 13415, 23516, 71155, 59642, 69501]",tt13238346,106,Past Lives,https://a.ltrbxd.com/resized/film-poster/5/9/1/0/5/3/591053-past-lives-0-230-0-345-crop.jpg?v=c600b7854e,"Moving relationship stories,Relationship comedy,Tragic sadness and captivating beauty,Passion and romance,Touching and sad family stories,Heartbreaking and moving family drama,Captivating relationships and charming romance",666277,past-lives,2023
Hayao Miyazaki,"Fantasy,Animation,Family","[514, 1173, 952, 5499, 8102, 42340, 60697, 128919, 47812, 106195]",tt0876563,100,Ponyo,https://a.ltrbxd.com/resized/film-poster/4/4/5/9/4/44594-ponyo-0-230-0-345-crop.jpg?v=6e5faa20db,"Fairy-tale fantasy and enchanted magic,Adorable animals and heartwarming families,Heartwarming Christmas and holiday joy,Emotional and captivating fantasy storytelling,Kids' animated fun and adventure",12429,ponyo,2008
Phil Lord,"Comedy,Crime,Action","[1457, 4400, 3837, 19902, 24789, 105307, 118186, 150693, 34615, 43286]",tt1232829,109,21 Jump Street,https://a.ltrbxd.com/resized/film-poster/2/7/9/279-21-jump-street-0-230-0-345-crop.jpg?v=94d6b03998,"Crude humor and satire,Underdogs and coming of age,Relationship comedy,Teen school antics and laughter,Gags,  jokes,  and slapstick humor,Funny jokes and crude humor,Action comedy and silly heroics,Hilarious comedy with catchy tunes",64688,21-jump-street,2012
Sam Mendes,"Action,Thriller,Adventure","[685, 2406, 1998, 12085, 14447, 70989, 87061, 174993, 67040, 60080]",tt1074638,143,Skyfall,https://a.ltrbxd.com/resized/sm/upload/5j/ag/wy/k3/bwCC7klDpDcVtEXDK74vDzXLyeF-0-230-0-345-crop.jpg?v=3241094b0a,"High speed and special ops,Epic heroes,Explosive and action-packed heroes vs. villains,Exciting spy thrillers with tense intrigue,Action comedy and silly heroics,Martial arts and intense combat,Fast cars and adrenaline-fueled action",37724,skyfall,2012
Colin Trevorrow,"Science Fiction,Adventure,Action,Thriller","[6391, 19366, 17909, 68530, 69143, 168388, 94324, 87053, 13490, 25596]",tt0369610,124,Jurassic World,https://a.ltrbxd.com/resized/film-poster/1/0/4/1/7/4/104174-jurassic-world-0-230-0-345-crop.jpg?v=bb94ee6774,"Monsters, aliens, sci-fi and the apocalypse,Epic heroes,Dinosaurs and sci-fi monster adventures,Sci-fi horror aliens and creatures,Imaginative space odysseys and alien encounters,Superheroes in action-packed battles with villains,The apocalypse and dangerous technology",135397,jurassic-world,2015
Leigh Whannell,"Horror,Science Fiction,Thriller","[2651, 6918, 5648, 23523, 27799, 87298, 99018, 126434, 30690, 29184]",tt1051906,124,The Invisible Man,https://a.ltrbxd.com/resized/film-poster/4/9/9/0/8/5/499085-the-invisible-man-0-230-0-345-crop.jpg?v=b9561b767f,"Horror, the undead and monster classics,Thrillers and murder mysteries,Intense violence and sexual transgression,Monsters, aliens, sci-fi and the apocalypse,Chilling experiments and classic monster horror,Terrifying,  haunted,  and supernatural horror,Gory,  gruesome,  and slasher horror,Gothic and eerie haunting horror,Twisted dark psychological thriller",570670,the-invisible-man-2020,2020
Taika Waititi,"Horror,Comedy","[506, 1168, 967, 4246, 6085, 30030, 54805, 133841, 61961, 91249]",tt3416742,86,What We Do in the Shadows,https://a.ltrbxd.com/resized/film-poster/1/7/2/5/3/7/172537-what-we-do-in-the-shadows-0-230-0-345-crop.jpg?v=ae4757f3a6,"Crude humor and satire,Horror, the undead and monster classics,Relationship comedy,Bloody vampire horror,Spooky,  scary comedy,Funny jokes and crude humor,Zombie carnage and survival horror,Gags,  jokes,  and slapstick humor",246741,what-we-do-in-the-shadows,2014
David Robert Mitchell,"Horror,Mystery","[4127, 8786, 6445, 24342, 24505, 76286, 86868, 122885, 36340, 36265]",tt3235888,101,It Follows,https://a.ltrbxd.com/resized/sm/upload/zr/lv/9v/wy/4MrwJZr0R9LbyOgZqwLNmtzzxbu-0-230-0-345-crop.jpg?v=0f234ef9c3,"Horror, the undead and monster classics,Intense violence and sexual transgression,Monsters, aliens, sci-fi and the apocalypse,Gothic and eerie haunting horror,Terrifying,  haunted,  and supernatural horror,Gory,  gruesome,  and slasher horror,Zombie carnage and survival horror,Creepy,  chilling,  and terrifying horror",270303,it-follows,2014
Tobe Hooper,Horror,"[1738, 3969, 3062, 12386, 13193, 47467, 52356, 103227, 46077, 79131]",tt0072271,83,The Texas Chain Saw Massacre,https://a.ltrbxd.com/resized/film-poster/3/1/9/8/5/31985-the-texas-chain-saw-massacre-0-230-0-345-crop.jpg?v=c63b3f1958,"Horror, the undead and monster classics,Intense violence and sexual transgression,Gory,  gruesome,  and slasher horror,Cannibalism and extreme gory horror,Gothic and eerie haunting horror,Zombie carnage and survival horror,Terrifying,  haunted,  and supernatural horror",30497,the-texas-chain-saw-massacre,1974
David Yates,"Fantasy,Family,Adventure","[5152, 15290, 12974, 55768, 57746, 157204, 103045, 102626, 17813, 35402]",tt3183660,132,Fantastic Beasts and Where to Find Them,https://a.ltrbxd.com/resized/film-poster/1/8/2/9/1/0/182910-fantastic-beasts-and-where-to-find-them-0-230-0-345-crop.jpg?v=e777392de8,"Epic heroes,Monsters, aliens, sci-fi and the apocalypse,Fairy-tale fantasy and enchanted magic,Fantasy adventure,  heroism,  and swordplay,Dinosaurs and sci-fi monster adventures,Epic adventure and breathtaking battles,Humanity's odyssey: earth and beyond",259316,fantastic-beasts-and-where-to-find-them,2016
Alfonso Cuarón,"Action,Thriller,Science Fiction,Drama","[450, 1103, 855, 4696, 5486, 26413, 39341, 108433, 81858, 109850]",tt0206634,109,Children of Men,https://a.ltrbxd.com/resized/sm/upload/ju/ac/6a/yi/lg7s7U1FQtB4VbLzvFUSgDX0frZ-0-230-0-345-crop.jpg?v=e4053ab6bf,"War and historical adventure,Monsters, aliens, sci-fi and the apocalypse,Politics and human rights,Politics,  propaganda,  and political documentaries,Thought-provoking sci-fi action and future technology,The apocalypse and dangerous technology,Imaginative space odysseys and alien encounters,Military combat and heroic soldiers",9693,children-of-men,2006
Woody Allen,"Fantasy,Comedy,Romance","[1932, 4703, 3374, 15402, 17154, 63223, 76169, 124213, 40475, 51547]",tt1605783,94,Midnight in Paris,https://a.ltrbxd.com/resized/sm/upload/1e/0j/vs/s6/xxSopLYATHXSepXcEaBh9Gazv6p-0-230-0-345-crop.jpg?v=6073ba801b,"Relationship comedy,Song and dance,Humanity and the world around us,Charming romances and delightful chemistry,Captivating relationships and charming romance,Emotional life of renowned artists,Hilarious comedy with catchy tunes,Laugh-out-loud relationship entanglements",59436,midnight-in-paris,2011
Paul Thomas Anderson,"Drama,Romance","[884, 2229, 1452, 7191, 7390, 28612, 39067, 95744, 65812, 76343]",tt5776858,130,Phantom Thread,https://a.ltrbxd.com/resized/film-poster/3/3/5/3/8/4/335384-phantom-thread-0-230-0-345-crop.jpg?v=6b47f80ec7,"Moving relationship stories,Relationship comedy,Humanity and the world around us,Emotional life of renowned artists,Passion and romance,Charming romances and delightful chemistry,Sumptuous royalty and lavish dramas,Captivating relationships and charming romance",400617,phantom-thread,2017
James Mangold,"Drama,History,Action","[404, 1291, 1171, 6510, 10513, 47794, 78445, 158963, 67757, 55861]",tt1950186,153,Ford v Ferrari,https://a.ltrbxd.com/resized/film-poster/2/9/1/4/1/9/291419-ford-v-ferrari-0-230-0-345-crop.jpg?v=27ed4e72db,"High speed and special ops,Fast cars and adrenaline-fueled action,Inspiring sports underdog stories,Underdog boxing and fighting stories,Air pilot heroism and survival,Teen friendship and coming-of-age",359724,ford-v-ferrari,2019
Scott Frank,Drama,"[472, 1110, 792, 4590, 5928, 32119, 49663, 153371, 88494, 159562]",tt10048342,393,The Queen's Gambit,https://a.ltrbxd.com/resized/film-poster/6/6/8/0/7/7/668077-the-queen-s-gambit-0-230-0-345-crop.jpg?v=13d0025c03,"Underdogs and coming of age,Moving relationship stories,Inspiring sports underdog stories,Engaging casino gambling drama,Emotional life of renowned artists,Teen friendship and coming-of-age,War,  patriotism,  and political drama",87739,the-queens-gambit,2020
Richard Linklater,Drama,"[2440, 5999, 3690, 16760, 15162, 54596, 54479, 102592, 45354, 65520]",tt1065073,166,Boyhood,https://a.ltrbxd.com/resized/sm/upload/xi/gm/ev/iu/eKi4e5zXhQKs0De4xu5AAMvu376-0-230-0-345-crop.jpg?v=550c14e234,"Underdogs and coming of age,Moving relationship stories,Emotional and touching family dramas,Teen friendship and coming-of-age,Student coming-of-age challenges,Heartbreaking and moving family drama,Touching and sad family stories",85350,boyhood,2014
James McTeigue,"Thriller,Science Fiction,Action","[1291, 3340, 2916, 13937, 17028, 68569, 83133, 146145, 54030, 74014]",tt0434409,132,V for Vendetta,https://a.ltrbxd.com/resized/film-poster/5/1/4/0/0/51400-v-for-vendetta-0-230-0-345-crop.jpg?v=c962ca4bec,"Politics and human rights,High speed and special ops,Epic history and literature,War and historical adventure,Politics,  propaganda,  and political documentaries,Exciting spy thrillers with tense intrigue,Riveting presidential and political drama,Intense terrorist and political thrillers,Historical battles and epic heroism",752,v-for-vendetta,2005
Isao Takahata,"Drama,Animation,War","[431, 754, 583, 2642, 3412, 14694, 23412, 77954, 64425, 135928]",tt0095327,89,Grave of the Fireflies,https://a.ltrbxd.com/resized/film-poster/4/4/5/5/8/44558-grave-of-the-fireflies-0-230-0-345-crop.jpg?v=0c61fd55f0,"War and historical adventure,Epic history and literature,Military combat and heroic soldiers,Bravery in World War II,The Nazis and World War II,Historical battles and epic heroism,Heartbreaking and moving family drama",12477,grave-of-the-fireflies,1988
Glenn Ficarra,"Drama,Romance,Comedy","[1151, 3323, 3358, 15855, 21995, 86052, 105463, 138877, 34596, 44635]",tt1570728,118,"Crazy, Stupid, Love.",https://a.ltrbxd.com/resized/film-poster/1/5/0/5/1/15051-crazy-stupid-love--0-230-0-345-crop.jpg?v=262be4c415,"Relationship comedy,Underdogs and coming of age,Crude humor and satire,Laugh-out-loud relationship entanglements,Charming romances and delightful chemistry,Quirky and endearing relationships,Hilarious comedy with catchy tunes,Teen school antics and laughter",50646,crazy-stupid-love,2011
Matt Bettinelli-Olpin,"Comedy,Thriller,Horror","[1265, 3333, 3697, 14640, 22376, 76758, 95811, 117736, 31297, 42584]",tt7798634,95,Ready or Not,https://a.ltrbxd.com/resized/film-poster/4/9/5/9/6/9/495969-ready-or-not-0-230-0-345-crop.jpg?v=13279f6ca8,"Horror, the undead and monster classics,Crude humor and satire,Gory,  gruesome,  and slasher horror,Spooky,  scary comedy,Zombie carnage and survival horror,Terrifying,  haunted,  and supernatural horror,Gothic and eerie haunting horror",567609,ready-or-not-2019,2019
Parker Finn,"Mystery,Thriller,Horror","[7017, 16309, 16418, 50617, 56543, 117773, 78175, 58991, 10485, 13199]",tt15474916,115,Smile,https://a.ltrbxd.com/resized/film-poster/7/9/3/8/8/3/793883-smile-0-230-0-345-crop.jpg?v=54791d7575,"Horror, the undead and monster classics,Intense violence and sexual transgression,Terrifying,  haunted,  and supernatural horror,Gory,  gruesome,  and slasher horror,Gothic and eerie haunting horror,Creepy,  chilling,  and terrifying horror,Chilling experiments and classic monster horror",882598,smile-2022,2022
Rob Reiner,"Drama,Crime","[221, 628, 634, 3428, 5374, 32051, 53156, 136798, 62657, 97108]",tt0092005,89,Stand by Me,https://a.ltrbxd.com/resized/film-poster/5/1/8/2/1/51821-stand-by-me-0-230-0-345-crop.jpg?v=b3163b5def,"Underdogs and coming of age,Teen friendship and coming-of-age,Emotional and touching family dramas,Adorable animals and heartwarming families,Teen school antics and laughter,Student coming-of-age challenges",235,stand-by-me,1986
Frank Darabont,"Fantasy,Crime,Drama","[670, 1492, 1217, 5624, 7129, 34195, 48475, 134883, 80131, 118957]",tt0120689,189,The Green Mile,https://a.ltrbxd.com/resized/film-poster/5/1/6/1/3/51613-the-green-mile-0-230-0-345-crop.jpg?v=fff3d0bd1f,"Faith and religion,Brutal,  violent prison drama,Faith and spiritual journeys,Sins,  forgiveness,  and challenging faith,Sumptuous royalty and lavish dramas,Surreal and thought-provoking visions of life and death",497,the-green-mile,1999
Mathieu Kassovitz,Drama,"[310, 526, 443, 1841, 2598, 11628, 21766, 74928, 68485, 127236]",tt0113247,98,La Haine,https://a.ltrbxd.com/resized/film-poster/5/1/6/8/4/51684-la-haine-0-230-0-345-crop.jpg?v=b6677cc136,"Crime, drugs and gangsters,Politics and human rights,Drugs and violent crime,Racism and the powerful fight for justice,Powerful poetic and passionate drama,Brutal,  violent prison drama,Guns,  crime,  and violent action",406,la-haine,1995
Jane Campion,"Drama,Western","[1814, 4487, 3472, 15511, 18539, 58602, 76115, 122533, 47615, 31234]",tt10293406,128,The Power of the Dog,https://a.ltrbxd.com/resized/film-poster/5/2/7/8/4/1/527841-the-power-of-the-dog-0-230-0-345-crop.jpg?v=811bdc6195,"Westerns,Moving relationship stories,Wild west outlaws and gunfights,Emotional LGBTQ relationships,Enduring stories of family and marital drama,Emotional and touching family dramas,Western frontier dramas with a touch of humor",600583,the-power-of-the-dog,2021
Alfred Hitchcock,"Thriller,Mystery","[211, 536, 445, 2553, 3440, 20206, 33283, 111078, 79331, 127998]",tt0047396,112,Rear Window,https://a.ltrbxd.com/resized/film-poster/5/1/5/5/2/51552-rear-window-0-230-0-345-crop.jpg?v=855a2e3070,"Thrillers and murder mysteries,Intriguing and suspenseful murder mysteries,Film-noir and dark crime dramas,Suspenseful crime thrillers,Twisted dark psychological thriller,Exciting spy thrillers with tense intrigue",567,rear-window,1954
Phil Lord,"Comedy,Fantasy,Family,Adventure,Animation","[2056, 5531, 3516, 17637, 19108, 83645, 95559, 177259, 61196, 78022]",tt1490017,100,The Lego Movie,https://a.ltrbxd.com/resized/sm/upload/az/2g/rn/wz/7HdNvpAMnU9rjKDJSFzAjnsz0eh-0-230-0-345-crop.jpg?v=d12c4cb9e6,"Heartwarming Christmas and holiday joy,Kids' animated fun and adventure,Fairy-tale fantasy and enchanted magic,Adorable animals and heartwarming families,Action-packed space and alien sagas",137106,the-lego-movie,2014
Will Gluck,Comedy,"[2072, 6162, 5805, 27312, 33323, 120185, 100716, 118784, 24122, 48719]",tt1282140,93,Easy A,https://a.ltrbxd.com/resized/film-poster/2/6/7/7/0/26770-easy-a-0-230-0-345-crop.jpg?v=61986c3654,"Underdogs and coming of age,Relationship comedy,Teen school antics and laughter,Student coming-of-age challenges,Hilarious comedy with catchy tunes,Laugh-out-loud relationship entanglements,Funny jokes and crude humor",37735,easy-a,2010
Jonah Hill,"Drama,Comedy","[993, 2259, 2326, 10445, 14978, 56512, 76338, 119306, 40698, 53819]",tt5613484,86,mid90s,https://a.ltrbxd.com/resized/film-poster/3/7/0/4/5/1/370451-mid90s-0-230-0-345-crop.jpg?v=75ec66cf80,"Underdogs and coming of age,Teen friendship and coming-of-age,Teen school antics and laughter,Inspiring sports underdog stories,Teen relationships and coming-of-age,Drugs and violent crime",437586,mid90s,2018
Katsuhiro Otomo,"Science Fiction,Action,Animation","[481, 1120, 1081, 4629, 6162, 25474, 38572, 104649, 71144, 118746]",tt0094625,124,Akira,https://a.ltrbxd.com/resized/sm/upload/xk/25/lu/0m/mi2Axov7Hy20wieoGfrbqDWLjSr-0-230-0-345-crop.jpg?v=dd1e90619a,"Monsters, aliens, sci-fi and the apocalypse,Epic heroes,Thought-provoking sci-fi action and future technology,Martial arts and intense combat,Emotional and captivating fantasy storytelling,Imaginative space odysseys and alien encounters,Dinosaurs and sci-fi monster adventures",149,akira,1988
Alfonso Cuarón,"Science Fiction,Thriller,Drama","[3663, 10220, 6685, 33202, 31948, 114432, 98749, 137464, 39388, 45340]",tt1454468,91,Gravity,https://a.ltrbxd.com/resized/sm/upload/4c/kn/9m/6a/221dfc20f8690b357b6b9ad66c13b5be-0-230-0-345-crop.jpg?v=9a0ce1ad93,"Monsters, aliens, sci-fi and the apocalypse,Imaginative space odysseys and alien encounters,Action-packed space and alien sagas,The apocalypse and dangerous technology,Disastrous voyages and heroic survival,Humanity's odyssey: earth and beyond",49047,gravity-2013,2013
David O. Russell,"Drama,Comedy,Romance","[1905, 5428, 4049, 21832, 23097, 93674, 96351, 149634, 43677, 55290]",tt1045658,122,Silver Linings Playbook,https://a.ltrbxd.com/resized/film-poster/6/9/1/5/1/69151-silver-linings-playbook-0-230-0-345-crop.jpg?v=dabe98e003,"Relationship comedy,Moving relationship stories,Underdogs and coming of age,Song and dance,Laugh-out-loud relationship entanglements,Powerful stories of heartbreak and illness,Quirky and endearing relationships,Touching and sad family stories,Engaging casino gambling drama",82693,silver-linings-playbook,2012
Robert Luketic,"Comedy,Romance","[1293, 3870, 3278, 15785, 18376, 75276, 71244, 126226, 34624, 102707]",tt0250494,96,Legally Blonde,https://a.ltrbxd.com/resized/film-poster/4/7/5/8/6/47586-legally-blonde-0-230-0-345-crop.jpg?v=683a318854,"Relationship comedy,Underdogs and coming of age,Crude humor and satire,Song and dance,Teen school antics and laughter,Laugh-out-loud relationship entanglements,Hilarious comedy with catchy tunes,Funny jokes and crude humor,Student coming-of-age challenges",8835,legally-blonde,2001
Tony Kaye,Drama,"[770, 1427, 1082, 4695, 6252, 28578, 46346, 124846, 66533, 65582]",tt0120586,119,American History X,https://a.ltrbxd.com/resized/sm/upload/ob/wg/lb/jd/w16MygFtasBBVfCJZQwsuwyKksc-0-230-0-345-crop.jpg?v=96eb689ac7,"Politics and human rights,Crime, drugs and gangsters,Faith and religion,Racism and the powerful fight for justice,Brutal,  violent prison drama,Drugs and violent crime,Brutal revenge and graphic violence,Sins,  forgiveness,  and challenging faith",73,american-history-x,1998
Nick Cassavetes,"Drama,Romance","[3654, 8137, 6137, 25029, 25823, 83323, 75216, 112699, 34211, 89707]",tt0332280,123,The Notebook,https://a.ltrbxd.com/resized/film-poster/4/5/6/6/7/45667-the-notebook-0-230-0-345-crop.jpg?v=d867e84f30,"Moving relationship stories,Relationship comedy,Touching and sad family stories,Charming romances and delightful chemistry,Passion and romance,Tragic sadness and captivating beauty,Captivating relationships and charming romance",11036,the-notebook,2004
Sam Raimi,Horror,"[1169, 2600, 2717, 10336, 14105, 51555, 62521, 94050, 28493, 38671]",tt0083907,85,The Evil Dead,https://a.ltrbxd.com/resized/sm/upload/c7/4g/ae/zn/7cpSdCrBY7UhiygkcP57dpixXsW-0-230-0-345-crop.jpg?v=1525e98692,"Horror, the undead and monster classics,Zombie carnage and survival horror,Gory,  gruesome,  and slasher horror,Terrifying,  haunted,  and supernatural horror,Cannibalism and extreme gory horror,Gothic and eerie haunting horror",764,the-evil-dead,1981
David Lowery,"Adventure,Fantasy,Drama","[1944, 4442, 3692, 14074, 17097, 49951, 64866, 107279, 46926, 31827]",tt9243804,130,The Green Knight,https://a.ltrbxd.com/resized/film-poster/4/8/8/3/9/9/488399-the-green-knight-0-230-0-345-crop.jpg?v=874a267b92,"Epic history and literature,Epic heroes,Fantasy adventure,  heroism,  and swordplay,Sumptuous royalty and lavish dramas,Surreal and thought-provoking visions of life and death,Fairy-tale fantasy and enchanted magic,Shakespearean drama and captivating vision",559907,the-green-knight,2021
Roger Michell,"Comedy,Romance","[1185, 3399, 3078, 14566, 18168, 65367, 63944, 89739, 24057, 51437]",tt0125439,124,Notting Hill,https://a.ltrbxd.com/resized/sm/upload/pa/ej/k3/ft/notting-hill-0-230-0-345-crop.jpg?v=a589bf6ce2,"Relationship comedy,Crude humor and satire,Laugh-out-loud relationship entanglements,Charming romances and delightful chemistry,Hilarious comedy with catchy tunes,Witty satire and amusing jokes,Quirky and endearing relationships",509,notting-hill,1999
Richard Linklater,Comedy,"[673, 1535, 1349, 6147, 7990, 32639, 42508, 81133, 35374, 57338]",tt0106677,102,Dazed and Confused,https://a.ltrbxd.com/resized/sm/upload/7h/zn/l9/ps/2lHRRgoof25kJsLgocf3go2Ccp1-0-230-0-345-crop.jpg?v=f4072fb72c,"Underdogs and coming of age,Teen school antics and laughter,Teen friendship and coming-of-age,Inspiring sports underdog stories,Student coming-of-age challenges,Legendary musicians and stardom",9571,dazed-and-confused,1993
