director,genres,histogram,imdb_id,length,name,poster_url,themes,tmdb_id,url_name,year
Steven Spielberg,"Adventure,Action","[6999, 18597, 19263, 59441, 55501, 82640, 36233, 24622, 3561, 7427]",tt0367882,122,Indiana Jones and the Kingdom of the Crystal Skull,https://a.ltrbxd.com/resized/film-poster/5/1/8/3/9/51839-indiana-jones-and-the-kingdom-of-the-crystal-skull-0-230-0-345-crop.jpg?v=3dfe92e26e,"Monsters, aliens, sci-fi and the apocalypse,Epic heroes,War and historical adventure,High speed and special ops,Imaginative space odysseys and alien encounters,Action-packed space and alien sagas,Dinosaurs and sci-fi monster adventures,Superheroes in action-packed battles with villains,Explosive and action-packed heroes vs. villains",217,indiana-jones-and-the-kingdom-of-the-crystal-skull,2008
Paul Schrader,Drama,"[492, 1188, 1001, 4004, 5076, 17106, 27160, 60220, 38390, 31684]",tt6053438,113,First Reformed,https://a.ltrbxd.com/resized/sm/upload/25/z1/3z/xn/8HKA3Hwf8jQWy8TCYWr7C8Wft23-0-230-0-345-crop.jpg?v=79051e4cf2,"Faith and religion,Sins,  forgiveness,  and challenging faith,Faith and spiritual journeys,Politics,  propaganda,  and political documentaries,Surreal and thought-provoking visions of life and death,Humanity's odyssey: earth and beyond",458737,first-reformed,2017
Guillermo del Toro,"Action,Science Fiction,Adventure","[2214, 6749, 5914, 24198, 27448, 76528, 66306, 69114, 16719, 23513]",tt1663662,131,Pacific Rim,https://a.ltrbxd.com/resized/film-poster/5/2/5/0/8/52508-pacific-rim-0-230-0-345-crop.jpg?v=f8a975b8cc,"Monsters, aliens, sci-fi and the apocalypse,Epic heroes,Dinosaurs and sci-fi monster adventures,Imaginative space odysseys and alien encounters,Action-packed space and alien sagas,The apocalypse and dangerous technology,Sci-fi horror aliens and creatures",68726,pacific-rim,2013
Bryan Singer,"Adventure,Action,Science Fiction","[684, 2736, 2845, 17004, 26443, 107125, 81776, 65135, 8107, 13748]",tt0120903,104,X-Men,https://a.ltrbxd.com/resized/sm/upload/ub/6i/kh/7q/8259CEB5-947B-4A88-9848-AE748636B747-0-230-0-345-crop.jpg?v=58f85fcb62,"Epic heroes,Monsters, aliens, sci-fi and the apocalypse,Superheroes in action-packed battles with villains,Thought-provoking sci-fi action and future technology,Martial arts and intense combat,Explosive and action-packed heroes vs. villains,Dinosaurs and sci-fi monster adventures",36657,x-men,2000
Ol Parker,"Romance,Comedy","[3124, 6870, 5144, 19074, 18846, 53284, 40673, 58186, 17195, 49559]",tt6911608,113,Mamma Mia! Here We Go Again,https://a.ltrbxd.com/resized/film-poster/3/9/0/2/6/4/390264-mamma-mia-here-we-go-again-0-230-0-345-crop.jpg?v=6c5ecc5b00,"Song and dance,Musicals with dazzling vocal performances,Hilarious comedy with catchy tunes,Dance rhythms and catchy tunes,Legendary musicians and stardom,Heartwarming Christmas and holiday joy",458423,mamma-mia-here-we-go-again,2018
Phil Lord,"Crime,Action,Comedy","[1446, 4867, 4772, 22446, 28283, 91331, 76592, 71652, 14249, 17605]",tt2294449,112,22 Jump Street,https://a.ltrbxd.com/resized/sm/upload/qq/wx/vh/dy/tPnw9oqIvIMoYjVozkDkxm3xR8r-0-230-0-345-crop.jpg?v=28856a9f35,"Crude humor and satire,Underdogs and coming of age,Relationship comedy,Gags,  jokes,  and slapstick humor,Teen school antics and laughter,Funny jokes and crude humor,Action comedy and silly heroics,Laugh-out-loud relationship entanglements",187017,22-jump-street,2014
Robert Zemeckis,"Animation,Adventure,Fantasy,Family","[5406, 11692, 9149, 32424, 32050, 80562, 51148, 56137, 13084, 29516]",tt0338348,100,The Polar Express,https://a.ltrbxd.com/resized/film-poster/4/8/8/8/3/48883-the-polar-express-0-230-0-345-crop.jpg?v=3f712d66a6,"Heartwarming Christmas and holiday joy,Fairy-tale fantasy and enchanted magic,Kids' animated fun and adventure,Adorable animals and heartwarming families,Emotional and captivating fantasy storytelling",5255,the-polar-express,2004
Jaume Collet-Serra,"Action,Adventure,Science Fiction","[9426, 20265, 22829, 51910, 50548, 64389, 30056, 17515, 2904, 4974]",tt6443346,124,Black Adam,https://a.ltrbxd.com/resized/film-poster/3/6/9/1/7/9/369179-black-adam-0-230-0-345-crop.jpg?v=5e1791e3fa,"Epic heroes,Epic history and literature,Superheroes in action-packed battles with villains,Martial arts and intense combat,Fantasy adventure,  heroism,  and swordplay,Explosive and action-packed heroes vs. villains,Action comedy and silly heroics",436270,black-adam,2022
Sam Mendes,"Action,Adventure,Thriller","[1446, 5226, 6627, 30902, 42122, 103972, 67255, 48836, 7316, 10066]",tt2379713,148,Spectre,https://a.ltrbxd.com/resized/sm/upload/z4/ic/gk/3h/1o9prR1gAZdF9KpxH4qneJ3Rglf-0-230-0-345-crop.jpg?v=bee769afd4,"High speed and special ops,Epic heroes,Explosive and action-packed heroes vs. villains,Exciting spy thrillers with tense intrigue,Fast cars and adrenaline-fueled action,Action comedy and silly heroics,Superheroes in action-packed battles with villains",206647,spectre-2015,2015
Jason Woliner,Comedy,"[2865, 5826, 5304, 19495, 25520, 78593, 76888, 62550, 10862, 13759]",tt13143964,96,Borat Subsequent Moviefilm,https://a.ltrbxd.com/resized/sm/upload/vm/qf/ng/lp/2FE2A140-82B9-48C7-ABD8-6632D4385666-0-230-0-345-crop.jpg?v=e2d1dfedaa,"Crude humor and satire,Relationship comedy,Funny jokes and crude humor,Witty satire and amusing jokes,Hilarious comedy with catchy tunes,Gags,  jokes,  and slapstick humor,Laugh-out-loud relationship entanglements",740985,borat-subsequent-moviefilm,2020
Michael Sarnoski,"Drama,Thriller","[610, 1588, 1478, 5674, 7816, 26288, 41713, 71626, 28410, 18611]",tt11003218,92,Pig,https://a.ltrbxd.com/resized/film-poster/5/6/1/7/6/3/561763-pig-0-230-0-345-crop.jpg?v=fb522b9d9a,"Humanity and the world around us,Moving relationship stories,Intense violence and sexual transgression,Surreal and thought-provoking visions of life and death,Humanity's odyssey: earth and beyond,Powerful stories of heartbreak and illness,Adorable animals and heartwarming families,Captivating relationships and charming romance",635731,pig-2021,2021
Wes Craven,"Horror,Mystery","[1292, 3640, 3966, 15869, 20988, 59667, 53914, 60306, 17139, 25679]",tt1262416,111,Scream 4,https://a.ltrbxd.com/resized/sm/upload/xw/xb/gx/5p/xEl8QQunHWUtf0dlKEbMXlfKSdr-0-230-0-345-crop.jpg?v=47e41f3237,"Horror, the undead and monster classics,Intense violence and sexual transgression,Thrillers and murder mysteries,Gory,  gruesome,  and slasher horror,Zombie carnage and survival horror,Gothic and eerie haunting horror,Terrifying,  haunted,  and supernatural horror,Spooky,  scary comedy",41446,scream-4,2011
Éric Toledano,"Comedy,Drama","[487, 1169, 1109, 4584, 6344, 28044, 42463, 101141, 49509, 66032]",tt1675434,113,The Intouchables,https://a.ltrbxd.com/resized/sm/upload/6d/b1/v2/4j/intouchables-0-230-0-345-crop.jpg?v=98a4b40496,"Relationship comedy,Moving relationship stories,Captivating relationships and charming romance,Charming romances and delightful chemistry,Witty satire and amusing jokes,Laugh-out-loud relationship entanglements,Emotional LGBTQ relationships",77338,the-intouchables,2011
James Wan,"Horror,Thriller","[1666, 4613, 4818, 20594, 25117, 78720, 66434, 75409, 17885, 31704]",tt3065204,134,The Conjuring 2,https://a.ltrbxd.com/resized/sm/upload/vu/cv/s6/zw/7GUzvvrb6hbOWl8l8YkaS4fgTDT-0-230-0-345-crop.jpg?v=14b2746933,"Horror, the undead and monster classics,Terrifying,  haunted,  and supernatural horror,Creepy,  chilling,  and terrifying horror,Gothic and eerie haunting horror,Gory,  gruesome,  and slasher horror,Zombie carnage and survival horror",259693,the-conjuring-2,2016
Jerry Zucker,Comedy,"[978, 2265, 1908, 7959, 9528, 39502, 49934, 87754, 31533, 42769]",tt0080339,88,Airplane!,https://a.ltrbxd.com/resized/film-poster/5/1/3/3/9/51339-airplane--0-230-0-345-crop.jpg?v=a8e9ea3a39,"Crude humor and satire,Relationship comedy,Air pilot heroism and survival,Funny jokes and crude humor,Gags,  jokes,  and slapstick humor,Witty satire and amusing jokes,Hilarious comedy with catchy tunes",813,airplane,1980
James Wan,"Horror,Thriller","[2661, 7031, 6959, 26178, 29602, 80552, 61857, 64796, 12507, 21167]",tt1591095,103,Insidious,https://a.ltrbxd.com/resized/sm/upload/te/ew/lb/gd/urAaOffVaxQzRJ8X5Z0oDqOWAjl-0-230-0-345-crop.jpg?v=7016f25e4f,"Horror, the undead and monster classics,Terrifying,  haunted,  and supernatural horror,Gory,  gruesome,  and slasher horror,Gothic and eerie haunting horror,Creepy,  chilling,  and terrifying horror,Zombie carnage and survival horror",49018,insidious,2010
Steven Spielberg,"Action,Science Fiction,Mystery,Thriller","[430, 1235, 1216, 7084, 10468, 45426, 64088, 92094, 26740, 17960]",tt0181689,145,Minority Report,https://a.ltrbxd.com/resized/sm/upload/1o/qh/5e/ur/dS5AHLt4DhZpisxryIxKJU6Urxb-0-230-0-345-crop.jpg?v=921863cb0d,"Thrillers and murder mysteries,Monsters, aliens, sci-fi and the apocalypse,High speed and special ops,Thought-provoking sci-fi action and future technology,Suspenseful crime thrillers,Imaginative space odysseys and alien encounters,Explosive and action-packed heroes vs. villains,Intriguing and suspenseful murder mysteries",180,minority-report,2002
Joe Johnston,"Fantasy,Family,Adventure","[656, 2309, 2296, 12985, 18984, 79166, 79569, 94282, 18224, 35006]",tt0113497,104,Jumanji,https://a.ltrbxd.com/resized/sm/upload/7j/8o/rt/sd/8wBKXZNod4frLZjAKSDuAcQ2dEU-0-230-0-345-crop.jpg?v=09dbc5bbcb,"Epic heroes,Monsters, aliens, sci-fi and the apocalypse,Dinosaurs and sci-fi monster adventures,Epic adventure and breathtaking battles,Fairy-tale fantasy and enchanted magic,Kids' animated fun and adventure,Spooky,  scary comedy",8844,jumanji,1995
J. A. Bayona,"Thriller,Action,Adventure,Science Fiction","[8924, 23901, 24752, 65528, 58297, 86212, 36728, 30208, 4567, 10520]",tt4881806,129,Jurassic World: Fallen Kingdom,https://a.ltrbxd.com/resized/film-poster/2/8/1/5/2/9/281529-jurassic-world-fallen-kingdom-0-230-0-345-crop.jpg?v=b0c50b6d29,"Monsters, aliens, sci-fi and the apocalypse,Epic heroes,Dinosaurs and sci-fi monster adventures,Sci-fi horror aliens and creatures,Imaginative space odysseys and alien encounters,The apocalypse and dangerous technology,Thought-provoking sci-fi action and future technology",351286,jurassic-world-fallen-kingdom,2018
Ridley Scott,"Adventure,Crime,Thriller,Drama","[178, 461, 427, 2664, 3573, 19168, 28721, 67524, 32299, 42656]",tt0103074,130,Thelma & Louise,https://a.ltrbxd.com/resized/sm/upload/wt/r4/hc/iz/pnzuLoE52EiTfjfqRex2uTkH7LB-0-230-0-345-crop.jpg?v=5c24b21874,"Westerns,Crime, drugs and gangsters,Thrillers and murder mysteries,Heists and thrilling action,Film-noir and dark crime dramas,Wild west outlaws and gunfights,Brutal,  violent prison drama,Fast cars and adrenaline-fueled action",1541,thelma-louise,1991
Lars von Trier,"Science Fiction,Drama","[1129, 2414, 1918, 7195, 7597, 24850, 30849, 58449, 25434, 29588]",tt1527186,135,Melancholia,https://a.ltrbxd.com/resized/sm/upload/1y/p9/o1/xu/eCjATHunhgLl9ARKUFtmKguaWDJ-0-230-0-345-crop.jpg?v=0fb0026d30,"Faith and religion,Humanity and the world around us,Moving relationship stories,Imaginative space odysseys and alien encounters,Surreal and thought-provoking visions of life and death,Humanity's odyssey: earth and beyond,Powerful stories of heartbreak and illness,Heartbreaking and moving family drama",62215,melancholia,2011
Charlie Kaufman,Drama,"[903, 1632, 1222, 4345, 4748, 13492, 17283, 39177, 29270, 51202]",tt0383028,124,"Synecdoche, New York",https://a.ltrbxd.com/resized/sm/upload/z9/j9/kx/ve/l3r5MgeN0UUySPbf6aWeUyKGdb2-0-230-0-345-crop.jpg?v=0185077fb6,"Humanity and the world around us,Moving relationship stories,Relationship comedy,Surreal and thought-provoking visions of life and death,Powerful stories of heartbreak and illness,Emotional life of renowned artists,Erotic relationships and desire,Dreamlike,  quirky,  and surreal storytelling",4960,synecdoche-new-york,2008
Sam Raimi,"Fantasy,Comedy,Horror","[570, 1391, 1252, 5113, 6067, 22966, 31101, 69390, 37335, 59051]",tt0092991,84,Evil Dead II,https://a.ltrbxd.com/resized/sm/upload/p9/tg/s4/ca/dxbIRmIo0rN5R6WGvxnJuUJPh3t-0-230-0-345-crop.jpg?v=12b2d3f8b3,"Horror, the undead and monster classics,Crude humor and satire,Zombie carnage and survival horror,Gory,  gruesome,  and slasher horror,Spooky,  scary comedy,Bloody vampire horror,Terrifying,  haunted,  and supernatural horror",765,evil-dead-ii,1987
Rob Letterman,"Fantasy,Action,Adventure","[2439, 7542, 8559, 30835, 42464, 101596, 66914, 45991, 7759, 12129]",tt5884052,105,Pokémon Detective Pikachu,https://a.ltrbxd.com/resized/film-poster/3/7/9/6/2/6/379626-pokemon-detective-pikachu-0-230-0-345-crop.jpg?v=5ab0bc33bf,"Epic heroes,Adorable animals and heartwarming families,Kids' animated fun and adventure,Fairy-tale fantasy and enchanted magic,Heartwarming Christmas and holiday joy,Superheroes in action-packed battles with villains",447404,pokemon-detective-pikachu,2019
Don Hall,"Fantasy,Family,Animation,Adventure,Action","[1671, 4590, 5168, 19379, 25136, 68528, 61579, 65120, 15635, 22478]",tt5109280,107,Raya and the Last Dragon,https://a.ltrbxd.com/resized/film-poster/4/5/7/1/8/0/457180-raya-and-the-last-dragon-0-230-0-345-crop.jpg?v=98f8b76caf,"Epic heroes,Fairy-tale fantasy and enchanted magic,Heartwarming Christmas and holiday joy,Adorable animals and heartwarming families,Kids' animated fun and adventure,Fantasy adventure,  heroism,  and swordplay",527774,raya-and-the-last-dragon,2021
Colin Trevorrow,"Science Fiction,Adventure,Action","[14626, 31042, 29362, 59115, 44947, 51871, 21178, 15810, 2852, 6294]",tt8041270,147,Jurassic World Dominion,https://a.ltrbxd.com/resized/film-poster/4/3/7/0/5/0/437050-jurassic-world-dominion-0-230-0-345-crop.jpg?v=7e84c73412,"Monsters, aliens, sci-fi and the apocalypse,Epic heroes,Dinosaurs and sci-fi monster adventures,Imaginative space odysseys and alien encounters,Sci-fi horror aliens and creatures,Thought-provoking sci-fi action and future technology,Superheroes in action-packed battles with villains",507086,jurassic-world-dominion,2022
Ingmar Bergman,"Drama,Fantasy","[282, 562, 481, 2131, 2757, 11287, 17574, 50992, 39346, 63930]",tt0050976,96,The Seventh Seal,https://a.ltrbxd.com/resized/film-poster/5/1/6/2/0/51620-the-seventh-seal-0-230-0-345-crop.jpg?v=fa1963f0b2,"Faith and religion,Epic history and literature,Surreal and thought-provoking visions of life and death,Faith and spiritual journeys,Sins,  forgiveness,  and challenging faith,Sumptuous royalty and lavish dramas,Historical battles and epic heroism",490,the-seventh-seal,1957
Baz Luhrmann,"Drama,Music,Romance","[1859, 4103, 3172, 11137, 11107, 33813, 34456, 58038, 22663, 47735]",tt0203009,128,Moulin Rouge!,https://a.ltrbxd.com/resized/film-poster/5/1/3/2/8/51328-moulin-rouge--0-230-0-345-crop.jpg?v=26abae7095,"Song and dance,Humanity and the world around us,Musicals with dazzling vocal performances,Hilarious comedy with catchy tunes,Dance rhythms and catchy tunes,Legendary musicians and stardom,Emotional life of renowned artists",824,moulin-rouge-2001,2001
Blake Edwards,"Drama,Comedy,Romance","[670, 1782, 1579, 7462, 9011, 35635, 40088, 64957, 18601, 36135]",tt0054698,115,Breakfast at Tiffany's,https://a.ltrbxd.com/resized/sm/upload/ay/kc/2m/81/c95lbDwL5WT8PV9DZsdSvRtXKNA-0-230-0-345-crop.jpg?v=e8848c7700,"Relationship comedy,Song and dance,Moving relationship stories,Charming romances and delightful chemistry,Musicals with dazzling vocal performances,Hilarious comedy with catchy tunes,Captivating relationships and charming romance,Laugh-out-loud relationship entanglements",164,breakfast-at-tiffanys,1961
Matthew López,"Comedy,Romance","[2392, 4761, 5110, 16282, 20560, 50964, 42275, 48676, 13484, 33758]",tt10172266,121,"Red, White & Royal Blue",https://a.ltrbxd.com/resized/film-poster/8/3/5/4/1/7/835417-red-white-royal-blue-0-230-0-345-crop.jpg?v=79730f5057,"Relationship comedy,Moving relationship stories,Emotional LGBTQ relationships,Sumptuous royalty and lavish dramas,Laugh-out-loud relationship entanglements,Charming romances and delightful chemistry,Passion and romance",930094,red-white-royal-blue,2023
Bill Condon,"Family,Fantasy,Romance","[4983, 12871, 12282, 40014, 38566, 91961, 53002, 58899, 12304, 30281]",tt2771200,129,Beauty and the Beast,https://a.ltrbxd.com/resized/film-poster/2/4/8/7/0/8/248708-beauty-and-the-beast-0-230-0-345-crop.jpg?v=998630b3dc,"Song and dance,Musicals with dazzling vocal performances,Fairy-tale fantasy and enchanted magic,Heartwarming Christmas and holiday joy,Kids' animated fun and adventure,Hilarious comedy with catchy tunes",321612,beauty-and-the-beast-2017,2017
Chuck Russell,"Romance,Crime,Comedy,Fantasy","[2261, 6455, 5562, 25123, 29076, 95426, 67818, 66687, 12518, 26305]",tt0110475,101,The Mask,https://a.ltrbxd.com/resized/film-poster/5/1/2/9/8/51298-the-mask-0-230-0-345-crop.jpg?v=0b7bc0d127,"Crude humor and satire,Song and dance,Hilarious comedy with catchy tunes,Gags,  jokes,  and slapstick humor,Western frontier dramas with a touch of humor,Action comedy and silly heroics,Spooky,  scary comedy",854,the-mask-1994,1994
Susan Johnson,"Romance,Comedy","[9052, 17531, 11464, 39976, 32770, 87876, 51417, 59769, 11044, 27820]",tt3846674,100,To All the Boys I've Loved Before,https://a.ltrbxd.com/resized/film-poster/3/9/7/9/4/2/397942-to-all-the-boys-i-ve-loved-before-0-230-0-345-crop.jpg?v=e623dcf4f3,"Relationship comedy,Underdogs and coming of age,Moving relationship stories,Teen school antics and laughter,Laugh-out-loud relationship entanglements,Teen relationships and coming-of-age,Teen friendship and coming-of-age,Touching and sad family stories",466282,to-all-the-boys-ive-loved-before,2018
